,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),soil_temperature_level_4 (degC)
2021-06-03 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.37,27.71,8.04
2021-06-03 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.57,0.0,8.04
2021-06-03 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.01,0.0,8.05
2021-06-03 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.0,0.0,8.05
2021-06-03 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.29,0.0,8.06
2021-06-03 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.47,0.0,8.06
2021-06-03 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.14,0.0,8.07
2021-06-03 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.48,0.0,8.07
2021-06-03 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.2,0.0,8.08
2021-06-03 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.31,4.36,8.09
2021-06-03 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.8,69.25,8.09
2021-06-03 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.45,180.02,8.1
2021-06-03 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.74,320.43,8.1
2021-06-03 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.94,460.76,8.11
2021-06-03 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.48,622.91,8.11
2021-06-03 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.08,643.19,8.12
2021-06-03 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.39,758.44,8.13
2021-06-03 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.53,909.44,8.13
2021-06-03 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.83,773.96,8.14
2021-06-03 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.63,723.83,8.14
2021-06-03 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.7,615.75,8.15
2021-06-03 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.42,477.52,8.15
2021-06-04 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.66,299.54,8.16
2021-06-04 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.94,137.8,8.17
2021-06-04 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.85,22.04,8.17
2021-06-04 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.72,0.0,8.18
2021-06-04 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.11,0.0,8.19
2021-06-04 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.47,0.0,8.19
2021-06-04 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.27,0.0,8.2
2021-06-04 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.63,0.0,8.2
2021-06-04 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.43,0.0,8.21
2021-06-04 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.89,0.0,8.22
2021-06-04 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.48,0.0,8.22
2021-06-04 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.45,6.76,8.23
2021-06-04 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.81,100.58,8.24
2021-06-04 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.91,261.49,8.24
2021-06-04 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.95,440.33,8.25
2021-06-04 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.33,610.26,8.26
2021-06-04 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.11,755.08,8.26
2021-06-04 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.92,862.36,8.27
2021-06-04 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.03,922.93,8.27
2021-06-04 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.72,934.25,8.28
2021-06-04 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.68,846.16,8.29
2021-06-04 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,35.25,741.83,8.29
2021-06-04 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.81,632.17,8.3
2021-06-04 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.38,463.79,8.31
2021-06-05 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.86,332.76,8.31
2021-06-05 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.02,159.72,8.32
2021-06-05 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.95,29.19,8.32
2021-06-05 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.02,0.0,8.33
2021-06-05 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.55,0.0,8.34
2021-06-05 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.8,0.0,8.34
2021-06-05 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.69,0.0,8.35
2021-06-05 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.38,0.0,8.36
2021-06-05 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.66,0.0,8.36
2021-06-05 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.43,0.0,8.37
2021-06-05 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.64,0.0,8.38
2021-06-05 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.49,6.83,8.39
2021-06-05 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.57,100.56,8.39
2021-06-05 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.28,261.58,8.4
2021-06-05 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.88,436.75,8.41
2021-06-05 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.06,605.8,8.41
2021-06-05 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.51,748.68,8.42
2021-06-05 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.17,855.35,8.43
2021-06-05 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.08,915.84,8.43
2021-06-05 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,35.19,924.14,8.44
2021-06-05 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,36.0,881.28,8.45
2021-06-05 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,36.09,780.95,8.46
2021-06-05 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,35.28,596.38,8.46
2021-06-05 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.99,414.04,8.47
2021-06-06 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.4,209.27,8.48
2021-06-06 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.65,84.81,8.49
2021-06-06 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.55,22.71,8.49
2021-06-06 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.69,0.0,8.5
2021-06-06 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.07,0.0,8.51
2021-06-06 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.3,0.0,8.52
2021-06-06 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.59,0.0,8.52
2021-06-06 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.88,0.0,8.53
2021-06-06 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.26,0.0,8.54
2021-06-06 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.72,0.0,8.55
2021-06-06 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.09,0.0,8.56
2021-06-06 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.78,7.14,8.56
2021-06-06 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.62,99.06,8.57
2021-06-06 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.38,263.42,8.58
2021-06-06 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.41,441.92,8.59
2021-06-06 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.86,614.51,8.59
2021-06-06 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.88,761.56,8.6
2021-06-06 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.91,869.54,8.61
2021-06-06 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.32,929.59,8.62
2021-06-06 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.06,938.5,8.63
2021-06-06 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.8,893.41,8.64
2021-06-06 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.22,798.66,8.64
2021-06-06 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.27,667.41,8.65
2021-06-06 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.25,516.79,8.66
2021-06-07 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.77,340.67,8.67
2021-06-07 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.02,164.3,8.68
2021-06-07 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.92,27.19,8.69
2021-06-07 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.89,0.0,8.69
2021-06-07 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.03,0.0,8.7
2021-06-07 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.47,0.0,8.71
2021-06-07 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.51,0.0,8.72
2021-06-07 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.04,0.0,8.73
2021-06-07 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.6,0.0,8.74
2021-06-07 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.81,0.0,8.74
2021-06-07 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.1,0.0,8.76
2021-06-07 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.94,6.42,8.76
2021-06-07 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.09,93.47,8.77
2021-06-07 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.02,255.7,8.78
2021-06-07 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.25,427.92,8.79
2021-06-07 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.1,575.33,8.8
2021-06-07 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.87,725.36,8.81
2021-06-07 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.07,802.56,8.81
2021-06-07 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.87,877.37,8.82
2021-06-07 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.32,836.53,8.83
2021-06-07 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.86,658.46,8.84
2021-06-07 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.71,581.93,8.85
2021-06-07 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.95,550.47,8.86
2021-06-07 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.19,435.3,8.87
2021-06-08 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.1,271.21,8.88
2021-06-08 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.01,138.55,8.88
2021-06-08 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.48,28.39,8.89
2021-06-08 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.84,0.0,8.9
2021-06-08 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.27,0.0,8.91
2021-06-08 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.94,0.0,8.92
2021-06-08 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.23,0.0,8.93
2021-06-08 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.26,0.0,8.94
2021-06-08 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.49,0.0,8.95
2021-06-08 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.39,0.0,8.96
2021-06-08 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.35,0.0,8.97
2021-06-08 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.13,7.25,8.97
2021-06-08 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.58,90.07,8.98
2021-06-08 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.94,226.31,8.99
2021-06-08 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.05,388.78,9.0
2021-06-08 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.82,602.07,9.01
2021-06-08 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.05,747.07,9.02
2021-06-08 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.47,849.97,9.03
2021-06-08 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.19,812.34,9.04
2021-06-08 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.85,885.27,9.05
2021-06-08 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.46,819.11,9.06
2021-06-08 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.08,607.67,9.07
2021-06-08 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.81,616.09,9.08
2021-06-08 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.69,444.17,9.09
2021-06-09 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.49,271.99,9.1
2021-06-09 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.39,101.17,9.11
2021-06-09 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.25,25.28,9.12
2021-06-09 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.31,0.0,9.12
2021-06-09 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.63,0.0,9.13
2021-06-09 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.68,0.0,9.14
2021-06-09 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.72,0.0,9.15
2021-06-09 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.11,0.0,9.16
2021-06-09 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.55,0.0,9.17
2021-06-09 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.73,0.0,9.18
2021-06-09 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.8,0.0,9.19
2021-06-09 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.77,7.33,9.2
2021-06-09 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.65,100.29,9.21
2021-06-09 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.78,257.83,9.22
2021-06-09 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.27,431.4,9.23
2021-06-09 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.31,595.67,9.24
2021-06-09 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.56,738.93,9.25
2021-06-09 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.66,739.09,9.26
2021-06-09 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.35,819.58,9.27
2021-06-09 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.1,833.67,9.28
2021-06-09 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.31,756.39,9.29
2021-06-09 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.67,765.99,9.3
2021-06-09 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.99,529.0,9.31
2021-06-09 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.6,347.33,9.32
2021-06-10 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.52,272.38,9.33
2021-06-10 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.96,137.17,9.34
2021-06-10 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.32,29.3,9.35
2021-06-10 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.56,0.0,9.36
2021-06-10 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.27,0.0,9.37
2021-06-10 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.99,0.0,9.38
2021-06-10 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.53,0.0,9.39
2021-06-10 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.87,0.0,9.4
2021-06-10 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.0,0.0,9.41
2021-06-10 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.14,0.0,9.42
2021-06-10 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.16,0.0,9.43
2021-06-10 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.76,7.14,9.44
2021-06-10 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.48,100.79,9.45
2021-06-10 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.5,251.43,9.45
2021-06-10 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.35,406.13,9.46
2021-06-10 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.51,585.42,9.48
2021-06-10 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.81,721.38,9.48
2021-06-10 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.32,858.96,9.49
2021-06-10 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.9,793.1,9.51
2021-06-10 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.17,757.71,9.52
2021-06-10 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.79,757.48,9.53
2021-06-10 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,35.12,697.27,9.54
2021-06-10 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.99,538.11,9.55
2021-06-10 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.54,455.57,9.56
2021-06-11 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.75,244.76,9.57
2021-06-11 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.54,119.63,9.58
2021-06-11 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.07,29.46,9.59
2021-06-11 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.91,0.0,9.6
2021-06-11 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.41,0.0,9.61
2021-06-11 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.54,0.0,9.62
2021-06-11 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.32,0.0,9.63
2021-06-11 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.63,0.0,9.64
2021-06-11 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.42,0.0,9.65
2021-06-11 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.57,0.0,9.66
2021-06-11 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.37,0.0,9.67
2021-06-11 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.05,7.1,9.68
2021-06-11 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.6,99.27,9.69
2021-06-11 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.85,259.22,9.7
2021-06-11 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.96,426.25,9.71
2021-06-11 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.67,481.14,9.72
2021-06-11 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.11,541.75,9.73
2021-06-11 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.66,582.12,9.74
2021-06-11 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.63,631.15,9.75
2021-06-11 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.77,441.76,9.76
2021-06-11 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.91,562.58,9.77
2021-06-11 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.25,444.52,9.78
2021-06-11 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.49,428.57,9.79
2021-06-11 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.89,353.03,9.8
2021-06-12 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.37,239.6,9.81
2021-06-12 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.83,120.61,9.82
2021-06-12 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.22,24.36,9.83
2021-06-12 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.78,0.0,9.84
2021-06-12 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,24.89,0.0,9.85
2021-06-12 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.59,0.0,9.86
2021-06-12 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.83,0.0,9.87
2021-06-12 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.91,0.0,9.88
2021-06-12 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.15,0.0,9.89
2021-06-12 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.01,0.0,9.9
2021-06-12 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.06,0.0,9.92
2021-06-12 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.8,8.34,9.93
2021-06-12 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.58,109.57,9.94
2021-06-12 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.74,278.51,9.95
2021-06-12 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.61,462.03,9.96
2021-06-12 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.81,635.57,9.97
2021-06-12 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,26.25,780.45,9.98
2021-06-12 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.28,886.06,9.99
2021-06-12 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.78,947.67,10.0
2021-06-12 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.29,960.32,10.01
2021-06-12 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.81,921.63,10.02
2021-06-12 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.6,832.48,10.03
2021-06-12 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.38,699.8,10.04
2021-06-12 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.06,535.12,10.05
2021-06-13 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.89,353.98,10.06
2021-06-13 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.85,176.56,10.07
2021-06-13 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.92,37.4,10.08
2021-06-13 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.59,0.0,10.09
2021-06-13 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,21.26,0.0,10.1
2021-06-13 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.83,0.0,10.11
2021-06-13 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.46,0.0,10.12
2021-06-13 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.3,0.0,10.13
2021-06-13 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,17.77,0.0,10.14
2021-06-13 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,15.62,0.0,10.15
2021-06-13 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.4,0.0,10.16
2021-06-13 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.11,8.23,10.17
2021-06-13 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.08,107.78,10.18
2021-06-13 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.94,270.5,10.19
2021-06-13 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.54,438.79,10.21
2021-06-13 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,27.55,576.58,10.22
2021-06-13 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,28.62,759.83,10.22
2021-06-13 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.89,852.88,10.23
2021-06-13 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,30.91,808.36,10.25
2021-06-13 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.84,942.83,10.26
2021-06-13 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.92,922.21,10.27
2021-06-13 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,34.47,762.93,10.28
2021-06-13 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.82,555.04,10.29
2021-06-13 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,33.48,443.55,10.29
2021-06-14 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,32.62,342.06,10.3
2021-06-14 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,31.52,169.86,10.31
2021-06-14 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,29.81,37.4,10.32
2021-06-14 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,25.85,0.0,10.34
2021-06-14 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,23.98,0.0,10.35
2021-06-14 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,22.15,0.0,10.36
2021-06-14 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,20.39,0.0,10.36
2021-06-14 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.77,0.0,10.37
2021-06-14 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,17.33,0.0,10.39
2021-06-14 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,15.35,0.0,10.4
2021-06-14 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,16.37,0.0,10.41
