,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),soil_temperature_level_4 (degC)
2021-01-01 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.73,0.0,5.7
2021-01-01 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.25,0.0,5.7
2021-01-01 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.17,0.0,5.69
2021-01-01 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.45,0.0,5.69
2021-01-01 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.4,0.0,5.68
2021-01-01 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.75,0.0,5.68
2021-01-01 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.56,0.0,5.67
2021-01-01 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.67,0.0,5.67
2021-01-01 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.2,0.0,5.66
2021-01-01 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.52,0.0,5.66
2021-01-01 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.52,0.0,5.65
2021-01-01 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.62,0.0,5.65
2021-01-01 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.78,0.0,5.64
2021-01-01 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.91,0.07,5.64
2021-01-01 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.73,38.29,5.63
2021-01-01 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.34,122.65,5.63
2021-01-01 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.52,212.04,5.62
2021-01-01 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.23,253.3,5.61
2021-01-01 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.71,256.3,5.61
2021-01-01 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.15,234.04,5.61
2021-01-01 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.37,178.87,5.6
2021-01-01 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.84,86.79,5.59
2021-01-01 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.95,13.09,5.59
2021-01-02 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.36,0.0,5.58
2021-01-02 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.93,0.0,5.58
2021-01-02 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.3,0.0,5.57
2021-01-02 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.43,0.0,5.57
2021-01-02 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.33,0.0,5.56
2021-01-02 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.09,0.0,5.56
2021-01-02 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.93,0.0,5.55
2021-01-02 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.13,0.0,5.55
2021-01-02 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.1,0.0,5.54
2021-01-02 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.39,0.0,5.54
2021-01-02 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-10.05,0.0,5.53
2021-01-02 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.95,0.0,5.53
2021-01-02 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.67,0.0,5.52
2021-01-02 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.92,0.0,5.52
2021-01-02 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.92,0.07,5.52
2021-01-02 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.59,28.43,5.51
2021-01-02 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.59,121.95,5.5
2021-01-02 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.81,225.52,5.5
2021-01-02 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.05,317.56,5.49
2021-01-02 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.49,295.61,5.49
2021-01-02 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.81,281.27,5.48
2021-01-02 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.1,202.75,5.48
2021-01-02 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.71,104.99,5.47
2021-01-02 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.26,15.0,5.47
2021-01-03 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.54,0.0,5.46
2021-01-03 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.87,0.0,5.46
2021-01-03 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.69,0.0,5.45
2021-01-03 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.05,0.0,5.45
2021-01-03 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.99,0.0,5.44
2021-01-03 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.02,0.0,5.44
2021-01-03 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.44,0.0,5.43
2021-01-03 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.13,0.0,5.43
2021-01-03 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.44,0.0,5.42
2021-01-03 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.42,0.0,5.42
2021-01-03 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.81,0.0,5.41
2021-01-03 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.2,0.0,5.41
2021-01-03 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.8,0.0,5.4
2021-01-03 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.63,0.0,5.4
2021-01-03 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.0,0.06,5.39
2021-01-03 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.43,24.35,5.39
2021-01-03 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.94,95.15,5.38
2021-01-03 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.05,159.35,5.38
2021-01-03 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.01,224.03,5.37
2021-01-03 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.82,268.52,5.37
2021-01-03 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.9,276.53,5.36
2021-01-03 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.74,216.37,5.36
2021-01-03 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.92,119.49,5.36
2021-01-03 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.83,18.04,5.35
2021-01-04 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.18,0.0,5.35
2021-01-04 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.55,0.0,5.34
2021-01-04 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.43,0.0,5.34
2021-01-04 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.11,0.0,5.33
2021-01-04 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.13,0.0,5.33
2021-01-04 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.49,0.0,5.32
2021-01-04 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.9,0.0,5.32
2021-01-04 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.74,0.0,5.31
2021-01-04 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.76,0.0,5.31
2021-01-04 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.86,0.0,5.3
2021-01-04 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.11,0.0,5.3
2021-01-04 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.12,0.0,5.29
2021-01-04 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.24,0.0,5.29
2021-01-04 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.76,0.0,5.28
2021-01-04 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.74,0.07,5.28
2021-01-04 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.74,41.38,5.28
2021-01-04 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.88,114.71,5.27
2021-01-04 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.71,223.18,5.27
2021-01-04 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.13,293.12,5.26
2021-01-04 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.44,301.13,5.26
2021-01-04 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.21,288.43,5.25
2021-01-04 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.6,251.68,5.25
2021-01-04 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.96,130.39,5.24
2021-01-04 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.26,20.92,5.24
2021-01-05 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.34,0.0,5.23
2021-01-05 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.06,0.0,5.23
2021-01-05 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.72,0.0,5.22
2021-01-05 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.77,0.0,5.22
2021-01-05 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.16,0.0,5.22
2021-01-05 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.6,0.0,5.21
2021-01-05 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.23,0.0,5.21
2021-01-05 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.07,0.0,5.2
2021-01-05 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.98,0.0,5.2
2021-01-05 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.93,0.0,5.19
2021-01-05 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.6,0.0,5.19
2021-01-05 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.8,0.0,5.18
2021-01-05 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-10.3,0.0,5.18
2021-01-05 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.94,0.0,5.17
2021-01-05 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-10.38,0.16,5.17
2021-01-05 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-9.93,60.41,5.16
2021-01-05 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.97,189.48,5.16
2021-01-05 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.73,299.56,5.16
2021-01-05 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.39,358.95,5.15
2021-01-05 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.1,361.25,5.14
2021-01-05 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.35,341.1,5.14
2021-01-05 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.97,239.83,5.14
2021-01-05 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.7,103.35,5.13
2021-01-05 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.48,15.78,5.13
2021-01-06 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.12,0.0,5.12
2021-01-06 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.2,0.0,5.12
2021-01-06 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.96,0.0,5.11
2021-01-06 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.73,0.0,5.11
2021-01-06 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.17,0.0,5.1
2021-01-06 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.03,0.0,5.1
2021-01-06 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.98,0.0,5.1
2021-01-06 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.44,0.0,5.09
2021-01-06 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.85,0.0,5.09
2021-01-06 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.3,0.0,5.08
2021-01-06 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.76,0.0,5.08
2021-01-06 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.67,0.0,5.07
2021-01-06 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.99,0.0,5.07
2021-01-06 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.94,0.0,5.06
2021-01-06 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.36,0.07,5.06
2021-01-06 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.34,34.98,5.05
2021-01-06 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.05,107.14,5.05
2021-01-06 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.26,195.84,5.05
2021-01-06 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.39,243.48,5.04
2021-01-06 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.78,249.48,5.04
2021-01-06 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.04,214.27,5.03
2021-01-06 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.41,161.93,5.03
2021-01-06 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.86,80.12,5.02
2021-01-06 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.19,14.01,5.02
2021-01-07 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.68,0.0,5.01
2021-01-07 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.25,0.0,5.01
2021-01-07 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.8,0.0,5.01
2021-01-07 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.82,0.0,5.0
2021-01-07 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.5,0.0,5.0
2021-01-07 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.39,0.0,4.99
2021-01-07 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.51,0.0,4.99
2021-01-07 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.87,0.0,4.98
2021-01-07 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.79,0.0,4.98
2021-01-07 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.97,0.0,4.98
2021-01-07 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.86,0.0,4.97
2021-01-07 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.07,0.0,4.97
2021-01-07 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.17,0.0,4.96
2021-01-07 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.33,0.0,4.96
2021-01-07 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.43,0.07,4.95
2021-01-07 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.99,36.71,4.95
2021-01-07 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.57,111.64,4.94
2021-01-07 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.34,136.5,4.94
2021-01-07 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.01,185.11,4.93
2021-01-07 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.8,233.39,4.93
2021-01-07 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.69,194.01,4.92
2021-01-07 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.84,150.5,4.92
2021-01-07 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.93,72.59,4.92
2021-01-07 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.98,14.41,4.91
2021-01-08 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.09,0.0,4.91
2021-01-08 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.34,0.0,4.91
2021-01-08 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.31,0.0,4.9
2021-01-08 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.76,0.0,4.9
2021-01-08 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.83,0.0,4.89
2021-01-08 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.19,0.0,4.89
2021-01-08 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.13,0.0,4.88
2021-01-08 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.4,0.0,4.88
2021-01-08 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.75,0.0,4.87
2021-01-08 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.98,0.0,4.87
2021-01-08 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.83,0.0,4.86
2021-01-08 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.21,0.0,4.86
2021-01-08 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.22,0.0,4.85
2021-01-08 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.33,0.0,4.85
2021-01-08 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.37,0.07,4.85
2021-01-08 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.42,21.17,4.84
2021-01-08 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.62,73.01,4.84
2021-01-08 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.31,149.36,4.83
2021-01-08 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.88,157.95,4.83
2021-01-08 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.63,195.41,4.82
2021-01-08 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.34,195.09,4.82
2021-01-08 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.05,152.65,4.82
2021-01-08 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.47,75.51,4.81
2021-01-08 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.61,16.01,4.81
2021-01-09 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.79,0.0,4.8
2021-01-09 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.83,0.0,4.8
2021-01-09 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.96,0.0,4.79
2021-01-09 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.54,0.0,4.79
2021-01-09 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.29,0.0,4.79
2021-01-09 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.83,0.0,4.78
2021-01-09 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.94,0.0,4.78
2021-01-09 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.43,0.0,4.77
2021-01-09 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.49,0.0,4.77
2021-01-09 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.58,0.0,4.76
2021-01-09 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.97,0.0,4.76
2021-01-09 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.88,0.0,4.76
2021-01-09 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.89,0.0,4.75
2021-01-09 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.15,0.0,4.75
2021-01-09 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.37,0.07,4.74
2021-01-09 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.29,26.21,4.74
2021-01-09 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-8.14,95.79,4.74
2021-01-09 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.63,147.5,4.73
2021-01-09 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.27,158.12,4.73
2021-01-09 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.06,147.57,4.72
2021-01-09 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.7,138.93,4.72
2021-01-09 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.44,127.23,4.71
2021-01-09 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.16,66.08,4.71
2021-01-09 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.04,12.14,4.71
2021-01-10 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.99,0.0,4.7
2021-01-10 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.01,0.0,4.7
2021-01-10 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-7.07,0.0,4.69
2021-01-10 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.65,0.0,4.69
2021-01-10 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-6.36,0.0,4.69
2021-01-10 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.78,0.0,4.68
2021-01-10 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.72,0.0,4.68
2021-01-10 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.09,0.0,4.67
2021-01-10 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.17,0.0,4.67
2021-01-10 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-5.1,0.0,4.67
2021-01-10 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.36,0.0,4.66
2021-01-10 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.49,0.0,4.66
2021-01-10 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.52,0.0,4.65
2021-01-10 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.4,0.0,4.65
2021-01-10 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.61,0.16,4.65
2021-01-10 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.24,33.48,4.64
2021-01-10 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.24,118.46,4.64
2021-01-10 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.81,180.45,4.63
2021-01-10 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.65,214.39,4.63
2021-01-10 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.2,225.61,4.62
2021-01-10 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.82,229.34,4.62
2021-01-10 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.59,178.94,4.61
2021-01-10 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.59,87.01,4.61
2021-01-10 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.67,16.92,4.61
2021-01-11 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.34,0.0,4.6
2021-01-11 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.89,0.0,4.6
2021-01-11 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-4.18,0.0,4.59
2021-01-11 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.68,0.0,4.59
2021-01-11 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.58,0.0,4.59
2021-01-11 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.17,0.0,4.58
2021-01-11 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.1,0.0,4.58
2021-01-11 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.51,0.0,4.58
2021-01-11 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.28,0.0,4.57
2021-01-11 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.51,0.0,4.57
2021-01-11 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.47,0.0,4.56
2021-01-11 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.67,0.0,4.56
2021-01-11 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.74,0.0,4.55
2021-01-11 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.86,0.0,4.55
2021-01-11 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-2.87,0.26,4.55
2021-01-11 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.75,46.09,4.54
2021-01-11 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.25,134.9,4.54
2021-01-11 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.13,283.34,4.54
2021-01-11 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.47,321.84,4.53
2021-01-11 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.88,327.54,4.53
2021-01-11 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.2,295.03,4.52
2021-01-11 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.55,234.73,4.52
2021-01-11 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.76,130.15,4.51
2021-01-11 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.24,27.9,4.51
2021-01-12 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.84,0.0,4.51
2021-01-12 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.39,0.0,4.5
2021-01-12 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.85,0.0,4.5
2021-01-12 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.44,0.0,4.5
2021-01-12 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-3.67,0.0,4.49
