date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-05 03:00:00,-22.981818181818184,69.33454545454546,0.7000000000000001,156.36363636363637,0.0,0.0,0.0
2018-01-05 04:00:00,-22.977777777777767,68.59888888888891,1.6555555555555554,332.22222222222223,0.0,0.0,0.0
2018-01-05 05:00:00,-23.20909090909091,66.41818181818182,1.8709090909090909,339.09090909090907,0.0,0.0,0.0
2018-01-05 06:00:00,-23.02727272727273,64.7790909090909,2.1981818181818187,341.8181818181818,0.0,0.0,0.0
2018-01-05 07:00:00,-23.33,65.46300000000001,2.674,283.0,0.0,0.0,0.0
2018-01-05 08:00:00,-23.99,69.06799999999998,2.6220000000000003,360.0,0.0,0.0,0.0
2018-01-05 09:00:00,-23.58888888888889,66.67555555555555,3.088888888888889,321.1111111111111,32.0,190.0,19.0
2018-01-05 10:00:00,-22.62,63.493,3.087,85.0,168.5,670.0,42.5
2018-01-05 11:00:00,-21.3,60.05833333333334,2.3141666666666665,258.3333333333333,304.0,876.0,51.5
2018-01-05 12:00:00,-19.69,56.026,1.7989999999999997,338.0,382.0,911.0,58.0
2018-01-05 13:00:00,-18.4,51.27416666666667,1.971666666666667,128.33333333333334,410.5,919.0,61.0
2018-01-05 14:00:00,-17.563636363636366,47.76363636363637,2.667272727272727,231.8181818181818,396.0,936.5,57.5
2018-01-05 15:00:00,-16.974999999999998,45.39333333333335,2.0141666666666658,287.5,311.5,860.0,53.5
2018-01-05 16:00:00,-17.018181818181816,45.57636363636365,2.1963636363636363,347.27272727272725,165.5,590.0,45.5
2018-01-05 17:00:00,-17.527272727272727,47.62545454545455,2.8545454545454545,323.6363636363636,45.0,269.5,22.5
2018-01-05 18:00:00,-18.21111111111113,50.23333333333333,2.3455555555555554,340.0,0.0,0.0,0.0
2018-01-05 19:00:00,-19.166666666666668,54.67333333333334,0.6,115.0,0.0,0.0,0.0
