,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),relative_humidity (0-1),wind_speed (m/s)
2019-01-09 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.74,327.2,286.75,0.68,7.64
2019-01-09 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.59,126.9,306.0,0.67,7.36
2019-01-09 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.65,100.56,301.48,0.64,6.98
2019-01-09 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.26,65.39,282.89,0.62,6.58
2019-01-09 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.6,5.51,268.45,0.67,6.05
2019-01-09 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.08,0.0,247.3,0.65,6.25
2019-01-10 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.31,0.0,244.95,0.65,6.51
2019-01-10 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.82,0.0,247.95,0.63,6.53
2019-01-10 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.34,0.0,231.58,0.63,6.4
2019-01-10 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.07,0.0,228.56,0.62,6.1
2019-01-10 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.78,0.0,228.71,0.62,5.85
2019-01-10 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.46,0.0,224.92,0.61,5.64
2019-01-10 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.15,0.0,226.29,0.61,5.47
2019-01-10 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.14,0.0,249.78,0.61,5.31
2019-01-10 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.88,0.0,261.67,0.63,5.22
2019-01-10 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.08,0.0,272.56,0.62,5.21
2019-01-10 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.9,0.0,269.0,0.63,4.73
2019-01-10 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.8,0.0,264.28,0.63,4.64
2019-01-10 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.66,0.0,257.04,0.63,4.83
2019-01-10 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.77,20.14,249.8,0.6,5.17
2019-01-10 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.82,140.82,227.02,0.6,5.74
2019-01-10 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.17,256.2,231.93,0.57,6.67
2019-01-10 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.21,252.49,258.98,0.58,6.93
2019-01-10 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.88,278.71,267.12,0.6,6.94
2019-01-10 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.13,334.04,252.84,0.57,7.35
2019-01-10 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.06,260.55,245.72,0.54,7.46
2019-01-10 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.84,209.62,243.73,0.51,7.22
2019-01-10 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.31,110.24,221.01,0.51,6.53
2019-01-10 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.86,8.63,214.76,0.53,5.14
2019-01-10 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.28,0.0,216.36,0.53,6.22
2019-01-11 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.97,0.0,212.66,0.53,6.82
2019-01-11 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.32,0.0,208.48,0.54,7.23
2019-01-11 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.95,0.0,207.58,0.54,7.12
2019-01-11 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.32,0.0,207.13,0.54,7.15
2019-01-11 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.85,0.0,204.73,0.54,7.27
2019-01-11 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.09,0.0,204.41,0.54,7.34
2019-01-11 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.46,0.0,202.05,0.53,7.32
2019-01-11 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.6,0.0,204.55,0.53,7.07
2019-01-11 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.04,0.0,201.91,0.53,6.94
2019-01-11 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.28,0.0,199.01,0.52,7.02
2019-01-11 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.58,0.0,195.78,0.55,6.86
2019-01-11 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.7,0.0,194.41,0.54,7.02
2019-01-11 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.02,0.0,191.45,0.54,7.1
2019-01-11 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.07,26.45,190.52,0.53,7.42
2019-01-11 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.38,157.53,189.32,0.51,7.12
2019-01-11 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.32,296.07,188.28,0.46,6.67
2019-01-11 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.63,400.85,188.68,0.44,6.86
2019-01-11 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.0,452.66,187.92,0.4,7.08
2019-01-11 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.69,448.15,186.69,0.39,7.14
2019-01-11 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.84,386.68,190.51,0.38,7.15
2019-01-11 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.28,259.74,194.26,0.36,7.05
2019-01-11 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.07,109.45,197.81,0.34,6.94
2019-01-11 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.09,8.61,198.36,0.36,6.56
2019-01-11 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.9,0.0,193.73,0.37,6.94
2019-01-12 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.72,0.0,178.54,0.38,7.02
2019-01-12 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.52,0.0,175.38,0.39,6.87
2019-01-12 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.41,0.0,175.05,0.4,6.72
2019-01-12 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.96,0.0,175.82,0.42,6.65
2019-01-12 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.33,0.0,175.91,0.43,6.42
2019-01-12 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.57,0.0,176.42,0.43,6.28
2019-01-12 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.87,0.0,179.13,0.44,6.0
2019-01-12 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.87,0.0,184.98,0.44,5.47
2019-01-12 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.1,0.0,189.1,0.45,5.05
2019-01-12 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.9,0.0,187.97,0.44,4.73
2019-01-12 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.39,0.0,188.43,0.5,4.44
2019-01-12 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.21,0.0,187.75,0.5,4.16
2019-01-12 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.07,0.0,187.18,0.49,4.04
2019-01-12 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.58,27.31,186.25,0.47,4.34
2019-01-12 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.42,161.21,186.62,0.44,4.77
2019-01-12 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.42,300.94,187.29,0.39,4.94
2019-01-12 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.27,405.46,188.71,0.36,5.04
2019-01-12 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.85,457.72,189.34,0.33,5.08
2019-01-12 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.94,452.15,190.91,0.3,5.14
2019-01-12 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.41,386.56,193.38,0.29,5.14
2019-01-12 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.16,273.77,193.58,0.29,5.02
2019-01-12 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.62,127.6,193.43,0.3,4.34
2019-01-12 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.69,11.18,192.48,0.33,4.3
2019-01-12 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.33,0.0,191.78,0.35,4.55
2019-01-13 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.8,0.0,190.97,0.37,4.55
2019-01-13 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.28,0.0,191.38,0.39,4.32
2019-01-13 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.22,0.0,189.55,0.43,4.18
2019-01-13 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.9,0.0,187.59,0.46,4.07
2019-01-13 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.22,0.0,189.68,0.48,3.77
2019-01-13 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.43,0.0,207.4,0.49,3.45
2019-01-13 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.65,0.0,210.25,0.49,3.42
2019-01-13 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.73,0.0,223.78,0.49,3.38
2019-01-13 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.29,0.0,230.4,0.5,3.07
2019-01-13 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.17,0.0,219.34,0.49,2.95
2019-01-13 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.12,0.0,226.19,0.56,2.74
2019-01-13 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.13,0.0,221.19,0.56,2.6
2019-01-13 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.29,0.0,213.99,0.56,2.59
2019-01-13 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.36,20.57,210.17,0.57,2.59
2019-01-13 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.62,128.57,208.15,0.54,2.48
2019-01-13 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.48,250.46,203.29,0.51,2.26
2019-01-13 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.45,394.15,195.31,0.49,1.89
2019-01-13 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.68,445.72,195.09,0.46,2.06
2019-01-13 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.67,434.97,199.48,0.45,2.36
2019-01-13 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.09,368.19,212.39,0.45,2.33
2019-01-13 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.02,266.47,205.35,0.47,2.34
2019-01-13 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.19,117.96,208.3,0.5,2.42
2019-01-13 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.81,10.03,233.51,0.6,2.38
2019-01-13 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.54,0.0,214.06,0.65,2.23
2019-01-14 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.36,0.0,237.25,0.65,2.51
2019-01-14 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.17,0.0,246.01,0.66,2.67
2019-01-14 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.13,0.0,263.66,0.67,2.93
2019-01-14 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.33,0.0,258.32,0.68,2.86
2019-01-14 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.95,0.0,270.12,0.68,2.71
2019-01-14 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.06,0.0,273.34,0.66,3.11
2019-01-14 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.15,0.0,268.16,0.66,3.33
2019-01-14 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.22,0.0,268.33,0.67,3.49
2019-01-14 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.4,0.0,274.04,0.65,3.67
2019-01-14 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.48,0.0,276.8,0.66,3.87
2019-01-14 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.61,0.0,273.03,0.66,3.59
2019-01-14 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.71,0.0,268.84,0.67,3.87
2019-01-14 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.86,0.0,265.11,0.68,3.97
2019-01-14 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.0,12.65,272.39,0.7,3.97
2019-01-14 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.45,68.34,270.29,0.69,4.02
2019-01-14 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.84,163.41,258.82,0.67,4.16
2019-01-14 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.01,232.96,260.34,0.65,4.04
2019-01-14 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.74,311.07,250.6,0.63,3.73
2019-01-14 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.23,367.03,246.42,0.6,3.35
2019-01-14 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.13,230.65,273.03,0.57,3.03
2019-01-14 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.92,211.36,237.99,0.54,2.93
2019-01-14 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.96,119.24,220.75,0.52,2.5
2019-01-14 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.52,12.11,214.75,0.58,1.73
2019-01-14 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.15,0.0,211.28,0.59,2.02
2019-01-15 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.69,0.0,208.97,0.6,2.0
2019-01-15 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.14,0.0,207.06,0.61,2.36
2019-01-15 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.48,0.0,211.77,0.62,2.55
2019-01-15 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.0,0.0,214.68,0.64,2.67
2019-01-15 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.33,0.0,216.28,0.63,2.97
2019-01-15 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.7,0.0,210.88,0.64,3.3
2019-01-15 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.78,0.0,209.6,0.62,3.31
2019-01-15 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.92,0.0,208.86,0.6,3.31
2019-01-15 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.78,0.0,207.97,0.56,3.36
2019-01-15 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.46,0.0,206.55,0.54,3.73
2019-01-15 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.65,0.0,204.82,0.59,3.75
2019-01-15 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.54,0.0,204.34,0.59,3.81
2019-01-15 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.58,0.0,207.07,0.59,3.89
2019-01-15 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.76,28.42,207.38,0.58,3.85
2019-01-15 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.72,163.29,207.48,0.53,3.93
2019-01-15 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.62,300.64,209.97,0.48,3.86
2019-01-15 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.46,401.73,218.1,0.46,3.46
2019-01-15 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.74,443.8,217.8,0.44,2.98
2019-01-15 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.49,424.16,226.73,0.44,2.6
2019-01-15 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.93,357.16,228.45,0.44,2.16
2019-01-15 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.99,210.88,247.91,0.45,1.7
2019-01-15 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.76,86.92,250.92,0.46,1.22
2019-01-15 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.24,11.55,243.06,0.52,1.87
2019-01-15 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.07,0.0,229.41,0.59,2.17
2019-01-16 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.14,0.0,219.94,0.65,2.16
2019-01-16 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.37,0.0,217.8,0.68,1.87
2019-01-16 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.18,0.0,217.33,0.73,1.61
2019-01-16 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.34,0.0,217.5,0.74,1.73
2019-01-16 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.07,0.0,217.79,0.74,1.73
2019-01-16 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.07,0.0,218.3,0.74,1.72
2019-01-16 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.13,0.0,217.94,0.75,1.89
2019-01-16 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.09,0.0,218.91,0.74,2.22
2019-01-16 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.88,0.0,218.53,0.75,2.62
2019-01-16 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.49,0.0,219.14,0.75,3.04
2019-01-16 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.26,0.0,218.41,0.7,3.11
2019-01-16 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.5,0.0,217.15,0.72,3.61
2019-01-16 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.65,0.0,219.82,0.74,4.06
2019-01-16 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.98,26.85,223.52,0.73,4.38
2019-01-16 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.89,135.65,246.24,0.68,4.41
2019-01-16 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.02,281.07,226.85,0.61,4.91
2019-01-16 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.7,383.76,231.75,0.58,5.27
2019-01-16 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.56,405.45,247.76,0.53,4.95
2019-01-16 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.88,395.58,252.88,0.52,5.01
2019-01-16 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.22,366.71,234.67,0.5,5.37
2019-01-16 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.63,278.64,227.52,0.48,5.12
2019-01-16 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.16,137.12,224.49,0.5,4.1
2019-01-16 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.84,15.22,223.35,0.54,3.9
2019-01-16 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.47,0.0,221.53,0.54,4.24
2019-01-17 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.21,0.0,222.36,0.55,4.84
2019-01-17 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.4,0.0,221.88,0.55,5.06
2019-01-17 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.06,0.0,218.88,0.53,5.06
2019-01-17 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.54,0.0,212.95,0.5,4.83
2019-01-17 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.16,0.0,213.51,0.49,4.5
2019-01-17 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.7,0.0,208.03,0.5,4.78
2019-01-17 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.64,0.0,204.24,0.48,5.0
2019-01-17 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.36,0.0,199.62,0.43,5.05
2019-01-17 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.2,0.0,193.0,0.42,5.21
2019-01-17 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.14,0.0,187.36,0.38,5.24
2019-01-17 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.41,0.0,183.64,0.39,5.34
2019-01-17 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.55,0.0,181.33,0.39,5.05
2019-01-17 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.72,0.0,179.87,0.39,4.79
2019-01-17 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.67,32.2,179.46,0.38,4.24
2019-01-17 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.82,173.18,180.32,0.35,3.88
2019-01-17 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.53,316.99,181.17,0.3,3.23
2019-01-17 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.76,421.34,185.71,0.27,2.62
2019-01-17 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.71,471.1,188.3,0.23,2.14
2019-01-17 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.22,463.32,190.14,0.21,1.58
2019-01-17 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.76,390.55,196.09,0.2,0.84
2019-01-17 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.69,276.63,200.23,0.2,0.56
2019-01-17 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.88,128.17,206.05,0.23,1.4
2019-01-17 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.66,15.8,203.98,0.32,1.76
2019-01-17 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.86,0.0,205.22,0.36,2.19
2019-01-18 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.51,0.0,229.01,0.4,2.24
2019-01-18 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.39,0.0,246.88,0.43,2.38
2019-01-18 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.2,0.0,253.14,0.45,2.63
2019-01-18 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.26,0.0,248.99,0.48,2.52
2019-01-18 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.12,0.0,259.72,0.47,2.47
2019-01-18 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.03,0.0,264.98,0.47,2.56
2019-01-18 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.07,0.0,264.99,0.5,2.65
2019-01-18 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.98,0.0,267.31,0.51,2.51
2019-01-18 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.8,0.0,268.36,0.55,2.39
2019-01-18 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.89,0.0,273.25,0.58,2.26
2019-01-18 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.65,0.0,264.92,0.63,1.14
2019-01-18 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.36,0.0,265.93,0.65,1.34
2019-01-18 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.41,0.0,261.81,0.69,1.27
2019-01-18 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.0,18.05,260.97,0.72,1.68
2019-01-18 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.39,116.95,259.36,0.7,2.21
2019-01-18 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.18,252.66,255.8,0.69,2.86
2019-01-18 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.88,300.53,270.43,0.7,2.76
2019-01-18 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.96,243.57,302.45,0.7,2.63
2019-01-18 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.49,195.56,307.93,0.7,2.53
2019-01-18 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.01,204.1,306.26,0.69,2.49
2019-01-18 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.01,114.21,310.16,0.72,2.35
2019-01-18 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.04,64.03,296.2,0.71,2.25
2019-01-18 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.99,9.93,287.91,0.74,1.96
2019-01-18 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.69,0.0,282.91,0.77,2.2
2019-01-19 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.57,0.0,274.58,0.79,2.76
2019-01-19 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.12,0.0,257.44,0.81,3.2
2019-01-19 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.79,0.0,248.2,0.81,3.15
2019-01-19 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.61,0.0,245.74,0.8,3.46
2019-01-19 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.57,0.0,253.31,0.77,3.34
2019-01-19 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.5,0.0,241.87,0.75,3.45
2019-01-19 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.14,0.0,229.44,0.72,3.16
2019-01-19 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.09,0.0,219.74,0.71,2.73
2019-01-19 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.73,0.0,218.99,0.7,2.83
2019-01-19 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.17,0.0,218.69,0.72,2.83
