,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),,
8/5/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,22.29,209.62,,
8/5/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,22.88,386.81,,
8/5/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,23.97,544.93,,
8/5/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,25.12,674.75,,
8/5/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,25.4,723.26,,
8/5/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,25.77,774.34,,
8/5/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,25.83,750.24,,
8/5/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,26.15,730.51,,
8/5/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,26.2,525.78,,
8/5/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,26.08,467.78,,
8/5/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,25.3,321.53,,
8/5/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,25.13,178.08,,
8/6/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,24.77,42.26,,
8/6/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.47,0.05,,
8/6/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.08,0,,
8/6/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,23.68,0,,
8/6/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,23.45,0,,
8/6/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,23.32,0,,
8/6/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,23.04,0,,
8/6/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,23.07,0,,
8/6/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,23.01,0,,
8/6/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,22.96,0,,
8/6/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,22.73,0,,
8/6/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,22.48,35.48,,
8/6/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,23.02,149.85,,
8/6/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,23.71,284.51,,
8/6/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,24,415.84,,
8/6/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,24.49,266.22,,
8/6/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,24.34,215.77,,
8/6/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,24.64,244.8,,
8/6/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,24.65,316.27,,
8/6/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,25.13,582.08,,
8/6/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,25.71,508.55,,
8/6/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,25.86,449.25,,
8/6/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,25.92,340.84,,
8/6/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,25.49,155.52,,
8/7/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,24.7,43.41,,
8/7/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.21,0.03,,
8/7/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.01,0,,
8/7/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,23.46,0,,
8/7/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,23.47,0,,
8/7/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,23.19,0,,
8/7/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,23.23,0,,
8/7/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,23.12,0,,
8/7/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,23.02,0,,
8/7/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,22.81,0,,
8/7/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,23.62,0,,
8/7/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,23.53,30.07,,
8/7/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,23.72,161.12,,
8/7/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,24.32,295.67,,
8/7/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,25.05,364.72,,
8/7/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,27.11,408.15,,
8/7/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,28.21,433.06,,
8/7/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,28.89,475.6,,
8/7/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,29.01,589.2,,
8/7/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,28.27,719.05,,
8/7/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,27.59,324.93,,
8/7/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,27.21,230.78,,
8/7/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,24.46,121.11,,
8/7/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,24.05,76.61,,
8/8/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,22.9,9.77,,
8/8/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,22.57,0,,
8/8/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,22.63,0,,
8/8/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,22.41,0,,
8/8/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,22.23,0,,
8/8/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,21.88,0,,
8/8/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,21.78,0,,
8/8/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,21.62,0,,
8/8/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,21.57,0,,
8/8/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,21.56,0,,
8/8/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,21.44,0,,
8/8/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,21.32,36.65,,
8/8/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,21.86,148.69,,
8/8/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,22.48,238.58,,
8/8/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,23.53,410.67,,
8/8/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,25.44,533.75,,
8/8/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,26.33,749.3,,
8/8/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,27.34,842.6,,
8/8/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,27.91,786.85,,
8/8/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,28.59,809.92,,
8/8/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,29.37,666.52,,
8/8/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,28.43,397.01,,
8/8/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,28.35,348.23,,
8/8/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,27.65,161.77,,
8/9/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,25.75,43,,
8/9/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.81,0,,
8/9/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.08,0,,
8/9/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,23.25,0,,
8/9/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,23.03,0,,
8/9/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,22.81,0,,
8/9/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,22.55,0,,
8/9/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,22.39,0,,
8/9/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,22.15,0,,
8/9/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,22,0,,
8/9/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,21.64,0,,
8/9/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,21.47,45.39,,
8/9/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,22.58,197.55,,
8/9/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,23.71,396.42,,
8/9/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,25.22,582.02,,
8/9/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,26.88,740.91,,
8/9/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,27.65,764.06,,
8/9/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,27.81,768.3,,
8/9/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,27.89,704.67,,
8/9/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,27.88,609.53,,
8/9/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,27.7,616.73,,
8/9/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,27.54,428.23,,
8/9/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,27.24,335.33,,
8/9/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,27.03,162.66,,
8/10/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,26.48,46.34,,
8/10/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,25.63,0,,
8/10/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.49,0,,
8/10/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,23.34,0,,
8/10/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,22.72,0,,
8/10/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,22.22,0,,
8/10/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,22.04,0,,
8/10/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,21.63,0,,
8/10/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,20.93,0,,
8/10/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,20.32,0,,
8/10/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,20.3,0,,
8/10/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,20.28,44.67,,
8/10/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,21.49,204.42,,
8/10/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,22.54,397.19,,
8/10/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,23.96,581.99,,
8/10/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,25.51,738.26,,
8/10/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,26.04,852.9,,
8/10/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,26.5,895.92,,
8/10/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,26.89,912.64,,
8/10/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,27.13,767.46,,
8/10/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,27.31,646.27,,
8/10/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,27.26,493.57,,
8/10/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,26.45,346.32,,
8/10/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,25.91,147.43,,
8/11/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,24.59,40.75,,
8/11/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,23.38,0,,
8/11/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,22.64,0,,
8/11/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,21.48,0,,
8/11/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,21.16,0,,
8/11/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,20.54,0,,
8/11/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,20.17,0,,
8/11/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,19.86,0,,
8/11/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,19.47,0,,
8/11/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,18.81,0,,
8/11/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,18.94,0,,
8/11/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,18.91,43.34,,
8/11/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,20.26,203.85,,
8/11/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,21.4,396.62,,
8/11/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,22.49,581.91,,
8/11/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,24.22,737.98,,
8/11/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,24.85,849.93,,
8/11/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,25.47,907.65,,
8/11/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,25.88,834.99,,
8/11/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,26.31,536.49,,
8/11/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,26.72,492.28,,
8/11/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,26.79,485.55,,
8/11/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,26.23,367.6,,
8/11/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,26.14,202.86,,
8/12/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,25.25,45.37,,
8/12/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.19,0,,
8/12/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,23.65,0,,
8/12/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,22.66,0,,
8/12/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,22.34,0,,
8/12/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,21.75,0,,
8/12/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,21.29,0,,
8/12/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,21.15,0,,
8/12/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,20.67,0,,
8/12/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,20.17,0,,
8/12/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,20.31,0,,
8/12/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,20.13,41.02,,
8/12/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,21.13,197.98,,
8/12/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,22.88,388.51,,
8/12/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,24.68,570.9,,
8/12/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,26.72,724.09,,
8/12/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,27.23,833.98,,
8/12/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,27.67,884.81,,
8/12/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,28.02,822.44,,
8/12/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,28.24,758.55,,
8/12/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,28.34,571.12,,
8/12/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,28.37,402.44,,
8/12/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,27.54,273.81,,
8/12/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,27.86,161.59,,
8/13/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,26.68,38.43,,
8/13/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,25.95,0,,
8/13/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,25.65,0,,
8/13/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,24.95,0,,
8/13/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,24.63,0,,
8/13/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,24.24,0,,
8/13/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,24.29,0,,
8/13/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,24.47,0,,
8/13/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,24.13,0,,
8/13/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,23.99,0,,
8/13/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,23.53,0,,
8/13/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,23.44,15.4,,
8/13/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,23.83,102.03,,
8/13/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,24.65,293.11,,
8/13/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,24.98,332.87,,
8/13/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,24.86,102.48,,
8/13/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,24.72,129.5,,
8/13/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,24.95,195.84,,
8/13/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,24.67,114.68,,
8/13/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,24.87,113.8,,
8/13/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,24.62,201.44,,
8/13/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,24.95,231.81,,
8/13/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,25.07,250.82,,
8/13/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,24.62,90.07,,
8/14/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,24.6,12.12,,
8/14/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.46,0,,
8/14/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.29,0,,
8/14/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,24.17,0,,
8/14/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,24.11,0,,
8/14/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,23.82,0,,
8/14/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,23.58,0,,
8/14/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,23.4,0,,
8/14/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,23.24,0,,
8/14/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,22.93,0,,
8/14/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,23.07,0,,
8/14/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,22.84,19.87,,
8/14/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,23.1,100.26,,
8/14/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,23.55,196.5,,
8/14/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,24.1,331.78,,
8/14/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,24.46,428.56,,
8/14/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,24.96,483.33,,
8/14/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,25.16,578.24,,
8/14/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,25.06,538.79,,
8/14/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,25.16,191.08,,
8/14/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,25.33,269.91,,
8/14/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,25.34,209.62,,
8/14/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,25.01,179.61,,
8/14/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,24.71,85.14,,
8/15/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,23.95,18.79,,
8/15/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,23.6,0,,
8/15/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,23.24,0,,
8/15/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,22.83,0,,
8/15/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,22.71,0,,
8/15/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,22.4,0,,
8/15/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,22.16,0,,
8/15/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,22.2,0,,
8/15/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,22.02,0,,
8/15/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,21.75,0,,
8/15/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,21.94,0,,
8/15/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,21.87,22.42,,
8/15/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,22.44,126.02,,
8/15/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,23.19,286.32,,
8/15/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,23.6,459.03,,
8/15/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,25.03,623.95,,
8/15/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,25.81,798.04,,
8/15/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,26.02,797.15,,
8/15/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,26.1,811.21,,
8/15/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,26.36,746.08,,
8/15/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,25.92,539.13,,
8/15/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,25.48,444.7,,
8/15/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,24.68,285.5,,
8/15/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,24.14,154.38,,
8/16/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,23.24,25.07,,
8/16/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,22.65,0,,
8/16/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,22.52,0,,
8/16/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,22.2,0,,
8/16/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,22.16,0,,
8/16/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,21.81,0,,
8/16/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,21.62,0,,
8/16/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,21.56,0,,
8/16/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,21.31,0,,
8/16/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,21.08,0,,
8/16/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,21.52,0,,
8/16/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,21.58,17.12,,
8/16/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,22.06,75.78,,
8/16/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,22.73,197.77,,
8/16/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,23.67,288.39,,
8/16/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,24.87,360.33,,
8/16/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,24.91,367.13,,
8/16/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,25.41,430.62,,
8/16/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,25.6,402.89,,
8/16/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,25.88,392.72,,
8/16/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,25.84,321.16,,
8/16/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,25.94,248.88,,
8/16/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,25.14,142.89,,
8/16/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,25.06,129.54,,
8/17/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,24.42,22.95,,
8/17/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,24.01,0,,
8/17/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,23.85,0,,
8/17/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,23.68,0,,
8/17/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,23.64,0,,
8/17/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,23.79,0,,
8/17/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,23.94,0,,
8/17/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,23.78,0,,
8/17/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,23.63,0,,
8/17/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,23.08,0,,
8/17/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,23.44,0,,
8/17/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,23.74,14.18,,
8/17/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,24.22,97.94,,
8/17/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,24.67,172.46,,
8/17/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,25.27,233.03,,
8/17/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,26.43,355.46,,
8/17/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,26.87,442.21,,
8/17/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,27.37,487.07,,
8/17/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,27.62,577.18,,
8/17/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,27.94,517.6,,
8/17/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,27.91,519.43,,
8/17/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,28.02,420.97,,
8/17/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,26.95,257.98,,
8/17/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,26.5,122.14,,
8/18/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,25.71,20.33,,
8/18/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,25.18,0,,
8/18/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,24.81,0,,
8/18/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,24.32,0,,
8/18/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,24.29,0,,
8/18/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,23.91,0,,
8/18/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,23.79,0,,
8/18/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,23.57,0,,
8/18/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,23.45,0,,
8/18/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,23.31,0,,
8/18/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,23.79,0,,
8/18/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,23.77,18.95,,
8/18/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,24.15,100.69,,
8/18/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,24.64,198.61,,
8/18/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,25.58,317.91,,
8/18/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,27.14,430.83,,
8/18/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,27.76,621.49,,
8/18/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,28.47,738.86,,
8/18/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,29.09,788.69,,
8/18/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,29.41,728.09,,
8/18/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,29.14,499.16,,
8/18/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,28.27,303.94,,
