datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
3/22/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.32,-5.53,2.84,99442.12
3/22/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.59,-4.91,3.15,99475.58
3/22/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.18,-4.5,3.16,99531.02
3/22/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,2.73,-4.5,3.05,99551.23
3/22/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,3.82,-5.17,3.17,99593.05
3/22/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,5.45,-6.58,3.51,99578.25
3/22/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,6.52,-7.91,3.72,99551.48
3/22/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,7.2,-8.4,4,99515.9
3/22/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.6,-8.44,4.3,99463.23
3/22/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.94,-8.24,4.31,99437.73
3/22/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,6.9,-8.59,3.17,99433.73
3/22/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,6.42,-9.19,2.73,99436.73
3/23/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,5.71,-9.82,2.42,99474.14
3/23/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,4.59,-9.05,3.3,99505.61
3/23/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,3.19,-7.93,3.61,99569.33
3/23/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.1,-7.79,3.11,99564.2
3/23/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.49,-7.66,2.62,99568.69
3/23/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.05,-8.07,2.86,99561
3/23/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.23,-8.75,3.06,99577.23
3/23/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.4,-8.83,3,99608.08
3/23/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.29,-9.25,2.9,99565.7
3/23/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-2.94,-9.56,2.88,99602.43
3/23/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-3.65,-9.19,2.59,99612.86
3/23/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-3.87,-9.05,2.26,99642.59
3/23/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-3.97,-8.87,2.18,99686.74
3/23/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.24,-7.93,2.66,99701.23
3/23/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,0.52,-7.53,3.07,99681.88
3/23/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,3.1,-8.76,3.09,99661.18
3/23/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,4.17,-9.91,3.23,99659.06
3/23/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,5.66,-9.6,3.48,99647.7
3/23/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,6.61,-9.41,3.42,99588.99
3/23/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,7.33,-9,3.42,99554.88
3/23/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.98,-8.57,3.48,99508.33
3/23/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,8.23,-8.53,3.29,99500.48
3/23/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,7.29,-7.9,2.48,99435.45
3/23/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,6.72,-8.18,2.14,99426.51
3/24/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,4.45,-6.24,2.5,99432.06
3/24/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.96,-7.06,2.23,99441.36
3/24/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,3.58,-7.78,2.9,99478.57
3/24/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,2.45,-8.26,3.97,99502.44
3/24/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,1.5,-8.38,4.57,99508.17
3/24/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-0.2,-7.81,4.24,99510.9
3/24/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-0.92,-7.3,3.76,99547.84
3/24/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.38,-6.74,3.67,99547.49
3/24/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-1.59,-6.46,3.58,99536.04
3/24/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-1.75,-6.24,4.13,99508.79
3/24/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.33,-5.85,3.84,99478.52
3/24/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.61,-5.55,4.01,99436.99
3/24/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2.78,-5.41,4.71,99401.41
3/24/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.49,-5.47,5.8,99351.5
3/24/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.46,-5.52,6.78,99352.12
3/24/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.74,-5.32,6.66,99334.21
3/24/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.43,-4.9,6.81,99293.41
3/24/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,3.16,-5.05,7.04,99203.24
3/24/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,4.04,-5.17,7.19,99127.95
3/24/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,4.72,-5.27,6.8,99115.01
3/24/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,4.89,-5.39,7.26,99041.41
3/24/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,5.17,-5.49,7.5,99023.74
3/24/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.09,-6.17,6.34,99040.83
3/24/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,3.61,-6.7,6.26,99106.91
3/25/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,2.9,-6.72,6.14,99187.62
3/25/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.91,-6.66,6.21,99223.3
3/25/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,1.06,-7.79,6.44,99301.06
3/25/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.01,-9.49,6.88,99332.66
3/25/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.62,-10.86,7.3,99379.84
3/25/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.76,-12.12,7.32,99385.05
3/25/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-2.74,-12.3,6.98,99416.98
3/25/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-2.97,-11.35,6.54,99492.95
3/25/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-3.84,-10.38,6.33,99525.65
3/25/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-4.26,-9.93,6.23,99560.48
3/25/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.81,-9.65,5.34,99646.56
3/25/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.77,-9.53,5.37,99704.08
3/25/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.75,-9.49,5.66,99698.83
3/25/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-3.62,-8.96,6.02,99744.16
3/25/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.66,-8.12,7.29,99752.87
3/25/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.99,-8.13,7.6,99753.82
3/25/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.25,-8.43,7.44,99759.39
3/25/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,3.86,-8.48,7.36,99754.17
3/25/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,4.62,-9.01,7.17,99726.38
3/25/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,5.27,-9.55,7.04,99715.88
3/25/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,5.73,-9.78,7.01,99655.49
3/25/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,6.02,-9.59,6.91,99657.06
3/25/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.96,-9.69,5.78,99603.82
3/25/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.25,-9.46,5.23,99635.05
3/26/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.11,-9.27,5.05,99687.29
3/26/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.77,-8.99,5.6,99706.97
3/26/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,0.52,-8.12,5.96,99745.91
3/26/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.53,-7.28,5.99,99761.23
3/26/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.6,-7.02,5.85,99734.72
3/26/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.02,-7.88,5.4,99687.82
3/26/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.48,-8.83,5.13,99675.4
3/26/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.83,-10.06,4.74,99662.55
3/26/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.15,-10.66,4.56,99627.8
3/26/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-2.16,-10.28,4.43,99587.19
3/26/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.7,-9.58,3.97,99591.48
3/26/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.58,-8.94,3.53,99664.75
3/26/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-1.58,-7.9,3.84,99689.88
3/26/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,0.72,-6.45,4.89,99673.25
3/26/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,4.71,-5.17,5.78,99615.05
3/26/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,7.73,-4.35,5.66,99708.66
3/26/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,8.01,-3.52,5.77,99652.31
3/26/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,8.16,-2.31,6.09,99577.95
3/26/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,8.55,-1.49,5.99,99567.17
3/26/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,10.05,-0.72,5.9,99509.54
3/26/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,11.25,-0.4,5.58,99444.82
3/26/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,11.4,-0.23,5.65,99407.95
3/26/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,10.49,-0.37,4.56,99339.54
3/26/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,10.59,-0.28,4.76,99344.16
3/27/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,10.27,-0.13,4.45,99371.5
3/27/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,9.95,-0.12,5.18,99342.49
3/27/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,8.98,1.1,5.98,99276.6
3/27/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,7.82,3.21,5.9,99191.62
3/27/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,7.72,4.06,5.58,99105.8
3/27/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,8.21,4.29,5.33,99026.31
3/27/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,8.73,4.63,5.11,98920.83
3/27/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,9.54,5.21,5.08,98849.81
3/27/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,9.81,6.65,5.2,98764.61
3/27/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,9.67,7.43,5.17,98644.11
3/27/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,9.28,8.59,5.28,98629.96
3/27/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,9.31,8.54,5.59,98627.2
3/27/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,9.33,8.46,5.88,98703.06
3/27/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,9.49,8.6,6.1,98735.17
3/27/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,9.83,8.86,5.91,98672.07
3/27/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,10.78,9.79,5.87,98600.3
3/27/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,11.03,10.05,6.56,98643.13
3/27/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,11.67,10.77,6.35,98665.48
3/27/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,11.74,10.82,6.11,98610.75
3/27/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,12.02,11.38,6,98560.84
3/27/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,12.5,11.88,5.78,98516.59
3/27/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,12.83,12.19,5.65,98537.12
3/27/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,12.2,11.84,5.04,98502.44
3/27/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,12.16,11.88,4.33,98527.04
3/28/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,11.59,11.15,3.11,98571.41
3/28/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,10.67,9.95,3.37,98664.32
3/28/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,9.04,7.97,3.45,98699.31
3/28/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,7.68,6.34,3.37,98736.78
3/28/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,7.25,5.81,3.3,98808.27
3/28/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,6.55,5.02,2.34,98693.94
3/28/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,6.02,4.24,2.38,98775.66
3/28/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,5.85,4.11,1.92,98706.66
3/28/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,5.69,4.04,2.19,98686.84
3/28/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,5.6,3.94,2.42,98632.52
3/28/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,5.57,4.11,2.4,98614.77
3/28/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,5.79,4.29,2.12,98652.62
3/28/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,6.02,4.39,2.66,98644.55
3/28/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,6.27,4.61,3.35,98572.82
3/28/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,6.39,5.01,2.67,98632.5
3/28/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,7.02,5.58,2.42,98603.91
3/28/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,7.37,5.82,1.66,98636
3/28/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,7.73,5.77,1.69,98593.9
3/28/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,8.57,6.17,1.82,98509.74
3/28/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,8.86,6.01,1.91,98455.6
3/28/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,9.27,6.1,1.74,98391.3
3/28/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,9.54,5.91,1.3,98401.45
3/28/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,9.21,6.97,1.51,98447.81
3/28/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,9.27,7.08,2.27,98424.24
3/29/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,9.46,7.39,2.42,98426.95
3/29/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,9.52,7.41,2.69,98404.17
3/29/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,9.55,7.65,2.67,98408.92
3/29/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,9.41,8.08,2.74,98347.16
3/29/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,9.24,8.09,2.43,98366.94
3/29/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,8.95,8.12,2.14,98286.05
3/29/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,9.04,8.18,1.71,98262.69
3/29/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,8.8,7.9,2.13,98181.64
3/29/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,8.6,7.89,1.98,98151.73
3/29/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,8.39,7.91,1.95,98166.81
3/29/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,7.25,6.81,2.94,98003.47
3/29/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,7.01,6.49,2.25,97998.23
3/29/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,6.9,6.28,2.51,98090.61
3/29/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,6.78,6.15,2.62,98108.75
3/29/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,7.1,6.4,2.49,98154.1
3/29/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,7.39,6.04,2.88,98090.26
3/29/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,7.09,6.03,3.71,98121.25
3/29/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,7.1,5.83,4.07,98035.81
3/29/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,7,5.58,3.91,98026.41
3/29/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,7.32,6.06,4.61,97982.97
3/29/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,6.99,5.68,4.76,97979.38
3/29/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.23,5.9,4.7,98031.77
3/29/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,6.59,5.33,4.17,98040.58
3/29/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,6.72,5.2,4.14,98122.21
3/30/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,7.14,5.38,4.77,98162.96
3/30/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,7.33,5.47,4.5,98235.13
3/30/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,6.97,5.07,3.6,98365.66
3/30/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,6.78,4.95,3.21,98396.71
3/30/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,6.73,5.36,2.79,98421.42
3/30/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,6.83,5.52,2.44,98438.07
3/30/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,6.47,5.45,2.53,98461.23
3/30/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,6.44,5.55,2.95,98487.76
3/30/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,6.16,4.8,4.18,98509.76
3/30/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,5.18,3.28,5.33,98594.53
3/30/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,3.28,0.22,4.65,98712.8
3/30/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,2.18,-1.92,4.96,98858.03
3/30/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,1.52,-4.12,4.71,98972.83
3/30/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,1.5,-5.43,4.35,99064.78
3/30/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,2.14,-6.01,4.3,99143.68
3/30/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,3.61,-6.34,3.99,99204.16
3/30/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,4.34,-5.55,3.64,99281.95
3/30/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,5.4,-4.96,3.38,99283.37
3/30/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,6.38,-4.47,3.11,99272.58
3/30/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,7.22,-4.61,2.87,99270.03
3/30/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.83,-4.61,2.49,99242.11
3/30/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,8.12,-4.78,2.17,99252.74
3/30/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,7.79,-4.21,2.11,99222.89
3/30/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,7.43,-4.09,2.06,99247.58
3/31/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,6.11,-3.89,2.27,99261.52
3/31/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,5.5,-3.81,2.42,99280.97
3/31/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,3.36,-3.1,2.47,99351.7
3/31/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,2.19,-2.69,2.42,99349.99
3/31/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,2.13,-2.57,2.23,99354.34
3/31/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,1.38,-2.96,2.45,99358.09
3/31/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,1.47,-3.42,2.82,99325.27
3/31/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,1.53,-3.8,3.1,99310.98
3/31/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,1.35,-3.86,3.55,99264.96
3/31/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,1.47,-3.8,3.82,99196.82
3/31/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,1.66,-2.25,3.18,99095.65
3/31/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,1.18,-2.24,3.11,99134.85
3/31/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,1.44,-1.73,4.35,99063.39
3/31/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,3.14,-0.74,5.12,99077.25
3/31/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,5.36,0.24,5.6,98941.09
3/31/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,7.82,1.25,6.39,98942.06
3/31/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,9.06,2.52,6.84,98795.35
3/31/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,9.75,3.4,7.24,98661.91
3/31/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,9.88,3.61,8.87,98406.05
3/31/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,10.05,3.37,9.92,98291.52
3/31/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,10.76,3.49,10.6,98273.05
3/31/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,12.02,3.91,10.42,98232.88
3/31/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,12.09,4.37,10.69,98249.97
3/31/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,11.88,5.05,9.43,98291.88
4/1/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,10.62,6.24,8.48,98318.05
4/1/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,9.76,7.58,6.59,98401.39
4/1/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,7.44,5.36,5.78,98555.62
4/1/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,4.31,1.08,6.4,98716.54
4/1/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,3.41,-0.7,5.16,98828.52
4/1/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,2.27,-1.97,4.46,98940.46
4/1/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,1.19,-2.7,3.99,99018.39
4/1/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,0.31,-2.95,3.11,99058.97
4/1/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-0.32,-3.21,2.52,99053.21
4/1/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-0.7,-3.53,2.12,99099.84
4/1/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.45,-4.22,1.75,99142
4/1/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.62,-4.11,1.7,99198.41
4/1/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2,-3.71,1.98,99285.98
4/1/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-0.41,-3.6,2.42,99333.41
4/1/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,0.62,-5.43,2.37,99350.15
4/1/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.94,-5.75,2.04,99362.4
4/1/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.53,-5.84,1.84,99363.61
4/1/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,3.48,-5.72,2.44,99333.85
4/1/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,3.4,-6.25,3.5,99302.41
4/1/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,3.81,-6.32,3.93,99255.62
4/1/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,4.09,-6.46,3.86,99193.2
4/1/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,4.07,-6.56,3.75,99159.79
4/1/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,2.5,-5.96,2.51,99062.71
4/1/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,1.86,-5.79,1.71,99031.09
