datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
2/27/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,14.23,-0.37,3.68,98992.16
2/27/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,13.31,-0.37,2.64,98920.63
2/28/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,11.85,-0.2,3.46,98852.61
2/28/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,11.01,-0.09,3.72,98822.8
2/28/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,10.33,-0.11,3.76,98693.55
2/28/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,9.51,-0.19,3.96,98640.74
2/28/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,9.85,-0.46,4.35,98620.07
2/28/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,9.59,-0.66,3.81,98576.85
2/28/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,9.18,-0.29,3.27,98533.16
2/28/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,8.54,0.24,2.98,98477.09
2/28/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,8.51,0.55,3.39,98445.91
2/28/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,9.01,0.58,4.05,98334.87
2/28/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,9.54,1.95,5.1,98329.82
2/28/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,9.95,2.13,4.17,98301.41
2/28/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,9.61,2.8,4.41,98285.04
2/28/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,9.61,3.89,4.87,98283.38
2/28/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,10.3,5.31,5.21,98310.01
2/28/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,12.4,6.92,5.48,98301.63
2/28/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,12.68,6.43,5.28,98236.97
2/28/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,12.63,7.1,5.5,98210.14
2/28/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,13.15,6.94,5.25,98194.66
2/28/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,14.05,6.76,5.01,98082.88
2/28/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,15.45,7.7,5.21,98050.37
2/28/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,15.65,7.87,3.91,98022.43
2/28/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,14.65,9.44,2.65,98021.15
2/28/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,13.53,9.36,1.42,98077.27
3/1/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,13.55,9.18,0.77,98098.86
3/1/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,12.4,9.33,1.28,98039.55
3/1/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,11.61,9.37,1.56,98041.79
3/1/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,10.86,9.56,1.73,98033.28
3/1/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,10.63,9.76,2.14,98039.05
3/1/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,10.15,9.56,2.25,97998.45
3/1/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,10.05,9.53,2.07,97945.16
3/1/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,10.04,9.57,2.02,97921.38
3/1/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,9.89,9.34,2.55,97878.04
3/1/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,9.4,8.8,3.82,97732.54
3/1/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,8.35,8.04,4.18,97683.77
3/1/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,7.28,6.93,4.85,97737.01
3/1/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,6.2,5.86,5.92,97678.32
3/1/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,5.46,5.03,5.95,97538.36
3/1/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,5.03,4.57,5.45,97532.67
3/1/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,4.65,4.02,5.89,97520.79
3/1/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,3.84,3.22,6.75,97397.04
3/1/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,3.36,2.55,6.61,97378.58
3/1/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,3.05,1.88,7.15,97505.94
3/1/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,2.71,1.94,7.75,97582.63
3/1/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,2.44,1.83,8.27,97701.88
3/1/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,1.9,1.24,7.53,97892.55
3/1/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,2.03,1.21,6.23,98118.84
3/1/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,2.64,1.05,6.78,98290.99
3/2/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,2.89,0.96,7.14,98503.66
3/2/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.87,1.25,6.74,98616.19
3/2/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.41,0.62,5.67,98753.8
3/2/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.32,-0.45,4.92,98841.12
3/2/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,1.28,-0.86,4.5,98948.66
3/2/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,0.69,-1.55,4.38,99009.3
3/2/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-0.09,-2.34,4.6,99094.86
3/2/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-0.5,-2.29,4.75,99159.27
3/2/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-0.87,-2.51,4.85,99226.75
3/2/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-1.19,-2.61,5.09,99290.51
3/2/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-1.61,-3.19,4.06,99384.93
3/2/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-1.59,-2.99,4.25,99479.62
3/2/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-1.3,-2.94,4.78,99574.91
3/2/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-0.94,-2.88,5.08,99634.55
3/2/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,0.26,-2.78,5.79,99745.8
3/2/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.86,-2.28,5.62,99804.16
3/2/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.95,-1.97,5.15,99874.44
3/2/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4.41,-1.7,4.67,99897.55
3/2/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.4,-1.78,4.48,99896.86
3/2/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,6.12,-2.03,5.15,99886.85
3/2/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,6.78,-2.49,5.41,99900.43
3/2/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,6.96,-3.2,5.12,99895.91
3/2/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.97,-4.29,3.23,99906.05
3/2/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,5.59,-4.26,2.15,99964.09
3/3/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.83,-4.06,2.66,99948.14
3/3/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.06,-3.63,2.82,99933.22
3/3/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.23,-3.17,2.62,99983.08
3/3/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.04,-3.15,2.62,100007.59
3/3/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.38,-3.32,3.11,100051.48
3/3/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-0.23,-3.72,3.03,100046.01
3/3/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-0.61,-4.09,2.93,100075.02
3/3/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-0.8,-4.69,2.9,100080.46
3/3/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-1.17,-5.12,2.86,100113.87
3/3/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-1.94,-5.4,2.84,100133.19
3/3/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.26,-5.83,2.17,100163.81
3/3/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.16,-5.92,2.33,100202.92
3/3/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2.17,-5.81,2.3,100270.38
3/3/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.01,-5.35,2.87,100318.7
3/3/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.41,-4.93,3.09,100379.09
3/3/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,2.02,-5.23,3.2,100365.12
3/3/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,3.22,-6.02,3.08,100370.23
3/3/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4.8,-6.23,2.93,100358.36
3/3/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.21,-6.63,2.93,100311.55
3/3/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,5.87,-6.61,2.89,100251.7
3/3/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,6.61,-6.98,2.81,100194.07
3/3/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.01,-7.11,2.84,100160.96
3/3/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.68,-6.7,2.25,100163.69
3/3/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.97,-6.81,1.79,100175.17
3/4/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.28,-6.28,2.26,100174.02
3/4/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.61,-6.07,2.32,100130.11
3/4/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,1.21,-5.91,2.3,100161.37
3/4/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.2,-5.94,2.29,100141.39
3/4/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.49,-5.88,2.1,100153.35
3/4/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.09,-5.93,2.02,100123.16
3/4/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.52,-6.18,2.44,100145.84
3/4/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.87,-6.65,2.46,100161.09
3/4/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.32,-6.9,2.28,100202.78
3/4/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-3.02,-7.27,2.37,100189.42
3/4/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-3.57,-7.23,2.28,100190.69
3/4/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-3.52,-8.03,2.68,100224.89
3/4/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-3.47,-8.88,3.05,100203.9
3/4/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-3.05,-8.64,3.76,100179.38
3/4/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.2,-7.42,4.07,100216.43
3/4/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.59,-6.56,4.41,100203.89
3/4/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.78,-6.41,4.52,100155.79
3/4/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4.51,-6.44,4.57,100126.88
3/4/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.66,-6.12,4.74,100064.78
3/4/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,6.43,-6.39,4.84,99990.82
3/4/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.24,-6.35,5,99894.59
3/4/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.43,-6.92,5.01,99865.33
3/4/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,6.31,-6.85,4.05,99822.77
3/4/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,5.71,-7.27,3.62,99807.1
3/5/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,4.33,-7.68,4.14,99769.25
3/5/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.44,-7.62,4.96,99750.34
3/5/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.23,-7.62,5.09,99796.23
3/5/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,0.94,-7.57,4.83,99795.18
3/5/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.54,-7.28,4.93,99783.76
3/5/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,0.04,-7.34,4.8,99737.89
3/5/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-0.51,-7.59,4.56,99744.48
3/5/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-0.99,-8.2,5.14,99649.2
3/5/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-1.41,-8.77,5.66,99547.77
3/5/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-2.14,-8.68,5.6,99472.94
3/5/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.85,-7.77,4.26,99400.3
3/5/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.93,-6.92,4.01,99458.34
3/5/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2.91,-6.26,4.58,99484.66
3/5/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.63,-5.89,4.85,99489.55
3/5/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.36,-5.93,5.15,99489.54
3/5/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.39,-6.45,5.62,99413.41
3/5/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,1.36,-7.13,6.1,99342.52
3/5/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,2.57,-7.66,6.81,99200.62
3/5/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,3.43,-8.28,6.86,99110.16
3/5/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,3.6,-8.63,6.61,98974.04
3/5/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,4.73,-8.27,6.74,98872.91
3/5/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,5.42,-8.11,6.87,98754.31
3/5/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.7,-8.17,5.2,98721.75
3/5/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.38,-8.09,5.88,98594.91
3/6/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,4.07,-7.83,6.08,98530.61
3/6/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.39,-6.96,6.06,98494.05
3/6/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.71,-6.61,6.3,98472.48
3/6/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,2.17,-5.8,6.47,98409.81
3/6/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,1.66,-4.73,5.98,98388.34
3/6/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,1.41,-4.79,5.42,98332.02
3/6/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,1.62,-4.63,5.23,98272.68
3/6/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,1.36,-4.27,4.71,98193.28
3/6/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,1.46,-3.77,4.08,98094.66
3/6/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,1.5,-3.38,3.73,97989.37
3/6/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,0.82,-2.77,2.82,97957.7
3/6/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,0.34,-2.6,2.36,97908.43
3/6/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-0.2,-2.54,2.03,97865.63
3/6/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,0.07,-2.32,2.38,97819.41
3/6/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,1.82,-1.03,2.2,97764.07
3/6/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,4.5,0.9,2.42,97732.16
3/6/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,5.66,-1.77,3.27,97705.55
3/6/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,7.39,-2.02,4.82,97612.21
3/6/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,8.27,-2.34,6.27,97498.18
3/6/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,8.51,-2.03,6.55,97404.52
3/6/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,8.4,-0.75,6.07,97356.2
3/6/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.51,0.23,5.91,97438.49
3/6/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4,-0.05,5.29,97542.12
3/6/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,3.14,0.39,3.98,97622.28
3/7/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,2.57,0.41,1.78,97631.02
3/7/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.44,0.66,1.47,97626.08
3/7/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,1.9,0.87,2.39,97665.3
3/7/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.39,0.61,2.56,97658.77
3/7/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,1.24,0.05,2.75,97630.01
3/7/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,0.89,-0.46,2.95,97624.45
3/7/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,0.37,-1,3.35,97593.77
3/7/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-0.08,-1.17,3.96,97621.09
3/7/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-0.21,-1.23,4.39,97627.38
3/7/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-0.35,-1.31,4.43,97625.37
3/7/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-0.22,-1.4,4.71,97664.22
3/7/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,0.02,-1.21,5.12,97711.53
3/7/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,0.28,-1.11,6.87,97783.02
3/7/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,0.08,-1.66,7.6,97904.7
3/7/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,0.06,-2.44,8,97990.37
3/7/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.42,-2.7,7.84,98074.13
3/7/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,0.82,-2.87,7.98,98132.18
3/7/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,1.16,-3.38,8.17,98209.5
3/7/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,0.96,-3.99,8.08,98245.86
3/7/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,0.73,-5.1,8.01,98248.65
3/7/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,0.53,-5.92,7.48,98278.92
3/7/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,0.57,-6.68,7.37,98323.11
3/7/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-0.43,-6.69,6.06,98380.47
3/7/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-1.16,-6.64,5.04,98438.02
3/8/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-2.08,-6.73,4.1,98485.91
3/8/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-2.4,-6.5,3.67,98498.3
3/8/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-2.84,-6.59,3.06,98536.8
3/8/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-3.26,-6.67,2.55,98523.91
3/8/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-3.23,-6.76,2.2,98512.45
3/8/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-3.44,-7,1.87,98482.84
3/8/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.52,-6.84,1.7,98441.79
3/8/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.72,-6.77,1.69,98400.12
3/8/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-3.91,-6.68,1.84,98362.84
3/8/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-4.06,-6.78,2.37,98348.6
3/8/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.55,-6.41,2.39,98360.38
3/8/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.52,-6.54,3.3,98385.26
3/8/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.62,-6.93,4.17,98411.91
3/8/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-4.2,-7.14,4.74,98415.81
3/8/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-3.24,-7.29,6.4,98448.58
3/8/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-2.1,-7.76,7.2,98431.8
3/8/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-1.72,-7.95,7.13,98430.15
3/8/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,-1.53,-7.59,7.19,98427.79
3/8/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,-1.24,-7.33,7.5,98426.91
3/8/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,-1.73,-7.46,7.87,98422.93
3/8/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,-2.23,-7.62,7.55,98427.28
3/8/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,-2.11,-7.91,7.24,98441.17
3/8/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-1.81,-7.55,6.52,98486.93
3/8/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-2,-7.42,5.87,98543.85
3/9/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-2.13,-7.38,4.62,98564.85
3/9/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-2.2,-7.31,4.12,98595.5
3/9/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-2.34,-7.2,3.91,98615.49
3/9/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-2.29,-6.92,3.92,98627.68
3/9/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-2.03,-6.96,3.94,98617.36
3/9/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-2.15,-6.83,3.99,98584.94
3/9/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-2.47,-7.01,3.81,98555.2
3/9/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-2.67,-7.01,3.64,98547.64
3/9/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-3.06,-7.21,3.49,98531.16
3/9/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-3.11,-7.34,3.45,98545.27
3/9/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.76,-7.77,2.73,98582.42
3/9/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.72,-7.82,2.59,98561.77
3/9/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.81,-7.77,2.83,98581.55
3/9/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-4.07,-7.5,3.64,98608.88
3/9/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-2.7,-6.68,3.76,98625.46
3/9/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-0.96,-7.19,4.43,98613.22
3/9/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-0.28,-7.49,4.31,98619.24
3/9/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,0.18,-7.69,4.32,98604
3/9/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,1.09,-7.39,4.79,98570.74
3/9/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,1.19,-7.61,5.29,98531.1
3/9/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,1.54,-8.18,5.21,98483.21
3/9/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,1.99,-8.23,5.11,98482.56
3/9/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,1.89,-8.33,3.46,98533.19
3/9/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,1.76,-9.62,2.1,98568.87
3/10/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,0.15,-8.53,2.32,98572.01
3/10/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-0.22,-7.85,2.44,98573.62
3/10/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-1.01,-7.68,2.33,98625.56
3/10/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-1.88,-7.42,2.08,98674.13
3/10/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-2.54,-7.11,2.07,98708.19
3/10/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-3.16,-6.99,2.09,98702.98
3/10/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.55,-7.04,2.16,98700.45
3/10/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.72,-7.17,2.08,98675.1
3/10/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-4.56,-7.63,2.1,98659.59
3/10/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-5.25,-7.8,2.32,98693.23
3/10/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-6.38,-7.95,1.93,98696.1
3/10/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-6.25,-7.8,1.69,98762.27
3/10/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-6.21,-8.01,1.73,98794.89
3/10/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-4.44,-7.28,1.85,98816.98
3/10/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.54,-6.67,1.89,98878.09
3/10/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.9,-7.31,1.77,98914.82
3/10/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,1.68,-8.01,1.73,98902.22
3/10/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,2.89,-8.32,1.66,98870.83
3/10/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,3.55,-8.2,1.4,98858.02
3/10/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,4.48,-8,2.03,98784.14
3/10/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,4.91,-8.09,2.59,98745.2
3/10/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,5.37,-8.19,2.31,98799.01
3/10/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.05,-7.65,2.41,98800.32
3/10/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,3.43,-7.79,2.06,98865.25
3/11/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,1.33,-7.38,2.2,98923.15
3/11/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.07,-7.66,2.55,98920.5
3/11/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-0.09,-7.6,2.6,98991.8
3/11/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-1.41,-7.76,2.61,99034.34
3/11/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-1.95,-7.89,2.83,99062.31
3/11/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-2.76,-8.17,2.92,99069.97
