datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2)
2019-01-10 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.73,0.62,2.37,172.84,212.05
2019-01-10 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.81,0.60,2.59,281.04,208.26
2019-01-10 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.76,0.57,2.81,371.83,204.00
2019-01-10 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.97,0.54,3.07,392.79,205.69
2019-01-10 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.97,0.52,3.25,343.62,212.19
2019-01-10 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.72,0.49,3.50,255.35,216.92
2019-01-10 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.24,0.54,3.24,136.22,222.20
2019-01-10 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.65,0.56,3.05,27.92,221.46
2019-01-11 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.04,0.58,3.41,0.00,220.01
2019-01-11 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.34,0.60,3.28,0.00,226.12
2019-01-11 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.64,0.62,3.18,0.00,219.76
2019-01-11 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.12,0.65,3.39,0.00,218.89
2019-01-11 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.98,0.64,3.80,0.00,223.85
2019-01-11 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.99,0.65,3.85,0.00,224.22
2019-01-11 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.81,0.65,3.35,0.00,226.14
2019-01-11 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.92,0.65,3.04,0.00,223.23
2019-01-11 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.85,0.66,3.23,0.00,224.54
2019-01-11 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.03,0.66,3.53,0.00,220.30
2019-01-11 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.75,0.76,3.29,0.00,218.09
2019-01-11 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.86,0.77,2.97,0.00,218.02
2019-01-11 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.94,0.79,2.77,0.00,217.24
2019-01-11 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.86,0.80,2.65,0.00,216.20
2019-01-11 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.02,0.82,2.38,0.26,219.30
2019-01-11 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.44,0.77,2.72,56.31,220.79
2019-01-11 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.15,0.71,2.56,177.99,219.20
2019-01-11 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.60,0.66,2.28,295.31,224.57
2019-01-11 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.69,0.64,1.99,365.26,225.77
2019-01-11 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.96,0.61,2.06,361.48,240.77
2019-01-11 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.17,0.60,1.71,292.91,247.84
2019-01-11 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.50,0.58,1.77,243.96,240.42
2019-01-11 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.50,0.66,1.11,137.45,236.28
2019-01-11 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.79,0.71,1.42,26.44,237.46
2019-01-12 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.14,0.73,1.72,0.00,241.23
2019-01-12 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.42,0.72,1.97,0.00,247.28
2019-01-12 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.77,0.73,2.09,0.00,244.68
2019-01-12 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.40,0.75,2.17,0.00,248.15
2019-01-12 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.44,0.74,2.17,0.00,259.74
2019-01-12 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.56,0.75,2.35,0.00,245.30
2019-01-12 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.49,0.73,2.21,0.00,267.22
2019-01-12 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.68,0.75,2.11,0.00,235.09
2019-01-12 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.36,0.73,2.11,0.00,243.50
2019-01-12 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.67,0.74,2.33,0.00,241.93
2019-01-12 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.35,0.83,2.35,0.00,248.93
2019-01-12 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.60,0.84,2.37,0.00,236.11
2019-01-12 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.70,0.84,2.87,0.00,237.58
2019-01-12 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.77,0.84,2.91,0.00,226.77
2019-01-12 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.70,0.83,2.87,0.26,236.12
2019-01-12 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.44,0.80,3.00,47.05,245.67
2019-01-12 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.04,0.73,3.14,142.28,238.48
2019-01-12 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.15,0.71,3.31,218.31,258.40
2019-01-12 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.48,0.69,3.34,270.24,258.88
2019-01-12 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.09,0.68,3.21,300.13,269.13
2019-01-12 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.97,0.67,3.11,182.74,282.31
2019-01-12 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.77,0.66,2.99,102.05,293.04
2019-01-12 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.90,0.69,2.05,52.99,291.75
2019-01-12 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.79,0.68,1.87,13.16,293.58
2019-01-13 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.82,0.69,2.02,0.00,288.81
2019-01-13 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.76,0.70,1.89,0.00,290.40
2019-01-13 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.77,0.73,1.89,0.00,289.02
2019-01-13 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.95,0.79,2.12,0.00,278.54
2019-01-13 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.97,0.80,2.30,0.00,284.95
2019-01-13 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.90,0.80,2.40,0.00,286.70
2019-01-13 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.19,0.82,2.41,0.00,288.14
2019-01-13 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.39,0.80,2.34,0.00,263.83
2019-01-13 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.40,0.80,2.00,0.00,260.09
2019-01-13 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.88,0.77,2.04,0.00,263.40
2019-01-13 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.45,0.79,1.78,0.00,269.17
2019-01-13 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.64,0.80,1.67,0.00,253.92
2019-01-13 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.75,0.80,1.57,0.00,244.17
2019-01-13 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.87,0.81,1.79,0.00,243.53
2019-01-13 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.89,0.80,2.07,0.27,244.71
2019-01-13 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.56,0.77,2.40,54.70,243.71
2019-01-13 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.19,0.75,2.83,148.63,244.06
2019-01-13 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.85,0.74,3.32,251.53,248.49
2019-01-13 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.33,0.73,3.33,303.66,232.15
2019-01-13 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.23,0.69,3.37,211.77,285.90
2019-01-13 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.48,0.68,3.36,220.64,289.72
2019-01-13 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.80,0.67,3.39,188.50,273.25
2019-01-13 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.55,0.70,2.58,124.76,270.14
2019-01-13 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.03,0.74,2.29,28.43,247.77
2019-01-14 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.12,0.76,2.36,0.00,245.42
2019-01-14 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.19,0.76,2.61,0.00,251.33
2019-01-14 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.33,0.77,3.15,0.00,256.94
2019-01-14 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.65,0.79,3.47,0.00,264.57
2019-01-14 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.65,0.79,3.59,0.00,271.03
2019-01-14 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.52,0.79,3.46,0.00,264.24
2019-01-14 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.12,0.81,3.40,0.00,271.72
2019-01-14 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.90,0.82,3.40,0.00,265.40
2019-01-14 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.40,0.83,3.29,0.00,266.69
2019-01-14 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.62,0.84,3.23,0.00,269.21
2019-01-14 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.10,0.87,3.36,0.00,260.76
2019-01-14 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.24,0.88,3.08,0.00,246.94
2019-01-14 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.39,0.89,2.68,0.00,234.28
2019-01-14 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.32,0.90,2.41,0.00,242.88
2019-01-14 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.39,0.90,2.24,0.36,254.67
2019-01-14 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.21,0.88,2.19,38.40,277.45
2019-01-14 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.21,0.87,2.17,82.00,294.05
2019-01-14 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.20,0.87,1.91,111.16,294.52
2019-01-14 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.44,0.88,1.96,174.40,288.21
2019-01-14 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.21,0.86,2.03,140.04,297.88
2019-01-14 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.36,0.85,2.07,88.80,294.35
2019-01-14 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.04,0.81,2.09,75.43,300.00
2019-01-14 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.82,0.82,1.87,56.23,293.75
2019-01-14 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.98,0.83,1.26,10.72,293.96
2019-01-15 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.15,0.84,1.11,0.00,292.25
2019-01-15 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.15,0.84,1.12,0.00,286.70
2019-01-15 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.20,0.83,1.25,0.00,283.91
2019-01-15 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.73,0.84,1.16,0.00,283.16
2019-01-15 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.00,0.86,0.89,0.00,282.90
2019-01-15 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.64,0.88,0.84,0.00,274.79
2019-01-15 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.07,0.88,0.84,0.00,278.47
2019-01-15 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.11,0.86,0.82,0.00,289.21
2019-01-15 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.72,0.88,0.63,0.00,291.15
2019-01-15 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.19,0.88,0.83,0.00,287.89
2019-01-15 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.72,0.89,1.53,0.00,283.85
2019-01-15 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.71,0.90,1.99,0.00,285.55
2019-01-15 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.68,0.89,2.43,0.00,286.42
2019-01-15 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.66,0.90,2.96,0.00,289.81
2019-01-15 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.80,0.91,3.32,0.16,286.45
2019-01-15 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.33,0.89,4.28,28.89,286.22
2019-01-15 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.14,0.88,4.75,86.49,280.70
2019-01-15 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.01,0.90,4.75,139.69,287.61
2019-01-15 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.60,0.89,5.12,172.37,292.09
2019-01-15 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.09,0.88,5.48,162.80,299.05
2019-01-15 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.59,0.82,5.53,171.01,291.90
2019-01-15 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.11,0.77,5.29,152.88,284.27
2019-01-15 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.43,0.85,4.78,90.16,283.78
2019-01-15 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.00,0.85,4.49,16.13,282.58
2019-01-16 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.81,0.83,4.14,0.00,287.50
2019-01-16 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.57,0.79,4.20,0.00,287.23
2019-01-16 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.76,0.74,4.75,0.00,288.43
2019-01-16 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.31,0.67,5.64,0.00,283.17
2019-01-16 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.22,0.65,5.82,0.00,266.33
2019-01-16 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.72,0.64,5.78,0.00,260.17
2019-01-16 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.97,0.64,5.76,0.00,253.02
2019-01-16 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.35,0.64,5.35,0.00,244.80
2019-01-16 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.79,0.62,4.88,0.00,236.30
2019-01-16 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.92,0.60,4.50,0.00,230.86
2019-01-16 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.41,0.70,4.08,0.00,224.56
2019-01-16 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.44,0.70,3.72,0.00,210.40
2019-01-16 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.51,0.71,3.47,0.00,189.56
2019-01-16 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.66,0.72,3.12,0.00,181.19
2019-01-16 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.95,0.73,2.81,0.57,179.51
2019-01-16 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.69,0.69,2.65,68.89,177.86
2019-01-16 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.79,0.66,2.34,210.80,176.92
2019-01-16 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.33,0.60,2.00,331.51,179.06
2019-01-16 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.29,0.56,1.80,408.26,179.65
2019-01-16 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.50,0.54,1.80,429.23,180.77
2019-01-16 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.73,0.51,1.99,394.93,182.69
2019-01-16 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.87,0.47,2.06,308.20,184.76
2019-01-16 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.18,0.49,1.80,180.55,185.67
2019-01-16 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.72,0.54,1.38,44.10,186.38
2019-01-17 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.63,0.58,1.31,0.00,186.89
2019-01-17 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.95,0.59,1.40,0.00,185.64
2019-01-17 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.39,0.60,1.65,0.00,195.52
2019-01-17 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.92,0.62,1.70,0.00,209.45
2019-01-17 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.67,0.61,1.51,0.00,229.27
2019-01-17 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.90,0.62,1.35,0.00,240.86
2019-01-17 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.20,0.61,1.35,0.00,242.17
2019-01-17 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.99,0.60,1.42,0.00,216.07
2019-01-17 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.08,0.62,1.13,0.00,218.49
2019-01-17 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.81,0.56,0.81,0.00,230.29
2019-01-17 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.29,0.72,0.56,0.00,243.60
2019-01-17 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.87,0.67,0.34,0.00,262.44
2019-01-17 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.65,0.66,0.80,0.00,277.09
2019-01-17 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.51,0.67,1.14,0.00,264.44
2019-01-17 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.54,0.68,1.93,0.45,258.59
2019-01-17 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.49,0.63,2.22,50.96,249.47
2019-01-17 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.39,0.61,2.46,146.52,236.38
2019-01-17 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.93,0.58,2.89,217.84,240.86
2019-01-17 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.55,0.55,2.98,351.15,217.35
2019-01-17 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.35,0.55,3.21,366.86,208.46
2019-01-17 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.96,0.52,3.39,343.41,216.55
2019-01-17 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.91,0.49,3.44,262.65,216.52
2019-01-17 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.99,0.55,3.19,152.98,205.89
2019-01-17 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.44,0.55,2.84,45.01,199.76
2019-01-18 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.95,0.58,3.02,0.00,196.74
2019-01-18 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.45,0.61,3.06,0.00,198.62
2019-01-18 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.65,0.63,2.87,0.00,201.69
2019-01-18 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.54,0.65,2.81,0.00,193.84
2019-01-18 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.90,0.68,2.63,0.00,191.06
2019-01-18 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.00,0.67,2.42,0.00,189.25
2019-01-18 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.66,0.69,2.35,0.00,190.80
2019-01-18 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.57,0.68,2.34,0.00,189.13
2019-01-18 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.30,0.69,2.11,0.00,188.64
2019-01-18 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.19,0.64,1.97,0.00,189.09
2019-01-18 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.05,0.69,2.69,0.00,191.89
2019-01-18 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.19,0.68,3.12,0.00,192.61
2019-01-18 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.33,0.67,2.56,0.00,203.27
2019-01-18 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.29,0.64,2.91,0.00,229.61
2019-01-18 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.51,0.62,3.64,0.46,245.27
2019-01-18 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.64,0.57,3.85,36.14,239.58
2019-01-18 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.57,0.54,3.95,102.33,243.14
2019-01-18 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.30,0.49,3.67,119.93,252.14
2019-01-18 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.48,0.49,4.08,127.07,254.39
2019-01-18 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.40,0.52,3.62,130.56,255.02
2019-01-18 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.43,0.52,4.03,103.59,255.57
2019-01-18 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.31,0.54,3.95,100.11,256.88
2019-01-18 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.45,0.56,3.52,62.30,255.83
2019-01-18 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.55,0.56,3.83,16.68,255.92
2019-01-19 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.78,0.59,4.11,0.00,256.51
2019-01-19 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.96,0.61,4.27,0.00,254.72
2019-01-19 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.28,0.64,4.46,0.00,253.12
2019-01-19 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.04,0.66,4.57,0.00,237.66
2019-01-19 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.00,0.66,4.52,0.00,233.91
2019-01-19 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.12,0.65,4.37,0.00,231.29
2019-01-19 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.03,0.65,4.06,0.00,229.00
2019-01-19 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.11,0.64,3.97,0.00,234.28
2019-01-19 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.59,0.67,3.75,0.00,215.13
2019-01-19 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.36,0.67,3.68,0.00,199.73
2019-01-19 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.82,0.66,3.57,0.00,179.33
2019-01-19 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.86,0.67,3.43,0.00,173.38
2019-01-19 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.03,0.67,3.23,0.00,167.53
2019-01-19 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.39,0.67,3.10,0.00,164.92
2019-01-19 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.60,0.67,3.02,0.96,162.37
2019-01-19 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.73,0.60,3.30,78.14,160.46
2019-01-19 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.81,0.56,3.41,221.67,159.87
2019-01-19 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.53,0.52,3.31,344.12,160.57
2019-01-19 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.32,0.49,3.26,421.54,161.85
2019-01-19 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.45,0.48,2.83,442.54,164.41
2019-01-19 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.91,0.45,3.08,403.36,167.36
2019-01-19 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.60,0.42,3.48,323.00,165.10
2019-01-19 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.58,0.41,2.96,194.56,164.60
2019-01-19 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.06,0.40,2.70,52.76,163.81
2019-01-20 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.92,0.41,3.36,0.00,161.80
2019-01-20 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.54,0.44,3.87,0.00,160.60
2019-01-20 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.05,0.47,3.76,0.00,156.37
2019-01-20 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.22,0.50,3.39,0.00,154.64
2019-01-20 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.75,0.52,3.34,0.00,153.06
2019-01-20 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.10,0.53,3.55,0.00,153.36
2019-01-20 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.49,0.53,3.33,0.00,166.72
